case_id,conversation_id,customer_problem,conversation,amazon_responses,resolution,intent,resolution_quality,turn_count
C050112,2800405,プライムビデオ，なのは見られるやんけ！！,"AmazonHelp: [USER_ID] 観れちゃいます...!(*´艸`*) [URL] YM
Customer: プライムビデオ，なのは見られるやんけ！！",[USER_ID] 観れちゃいます...!(*´艸`*) [URL] YM,Provided support link.,general_inquiry,weak,2
C030503,2205309,[USER_ID]  someone seems to have hacked my account and is leaving reviews for tons of products that I never wrote. Please help!,"AmazonHelp: [USER_ID] Oh no! That is terrible news, Rich! We'd love to help. We can't access your account via Twitter, so give us a call or chat through the following link and we'll get you sorted quickly!  [URL] ^JD
Customer: [USER_ID]  someone seems to have hacked my account and is leaving reviews for tons of products that I never wrote. Please help!","[USER_ID] Oh no! That is terrible news, Rich! We'd love to help. We can't access your account via Twitter, so give us a call or chat through the following link and we'll get you sorted quickly!  [URL] ^JD",Provided support link.,account_issue,strong,2
C067073,521747,"[USER_ID] Ordered HeadzUp, Seller is charging more than MRP. Charging GST over the MRP [URL]","AmazonHelp: [USER_ID] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^KA
Customer: [USER_ID] Ordered HeadzUp, Seller is charging more than MRP. Charging GST over the MRP [URL]
AmazonHelp: [USER_ID] The MRP of the product delivered might differ from the MRP mentioned on the website. This could happen owing to a variety of factors. More info: [URL] (1/2) ^KA","[USER_ID] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^KA
[USER_ID] The MRP of the product delivered might differ from the MRP mentioned on the website. This could happen owing to a variety of factors. More info: [URL] (1/2) ^KA",Provided support guidance. Provided support link.,general_inquiry,weak,3
C064718,459905,[USER_ID] Got a package that was open and no merchandise inside. Your site says to get a refund I need to send the item back. I hope someone can help because otherwise this holiday season is starting off crappy. #icantsendbackwhatididntget,"AmazonHelp: [USER_ID] With this refund, you would need to contact us directly so we can assist you further. You can contact us here: [URL] ^BT
Customer: [USER_ID] Got a package that was open and no merchandise inside. Your site says to get a refund I need to send the item back. I hope someone can help because otherwise this holiday season is starting off crappy. #icantsendbackwhatididntget","[USER_ID] With this refund, you would need to contact us directly so we can assist you further. You can contact us here: [URL] ^BT",Processed or initiated refund.,refund_issue,strong,2
C079336,921671,Realize mi primera compra en [USER_ID] a ver que tal !!!!,"AmazonHelp: [USER_ID] Hola chucho.¿Qué compraste, algo bien chido? 😍🎁 ^JJ
Customer: Realize mi primera compra en [USER_ID] a ver que tal !!!!","[USER_ID] Hola chucho.¿Qué compraste, algo bien chido? 😍🎁 ^JJ",Provided support guidance.,general_inquiry,weak,2
C044534,2622564,@AmazonHelp espero una clara aclaracion de por qué se me ha retrasado un juego resevado que tendria que llegar hoy,"AmazonHelp: [USER_ID] Comprendo, en este caso, en el correo que te van a enviar contiene todos los detalles de lo que sucedió con la entrega de tu producto. ^AA
Customer: @AmazonHelp espero una clara aclaracion de por qué se me ha retrasado un juego resevado que tendria que llegar hoy","[USER_ID] Comprendo, en este caso, en el correo que te van a enviar contiene todos los detalles de lo que sucedió con la entrega de tu producto. ^AA",Provided support guidance.,general_inquiry,weak,2
C081181,983796,"@AmazonHelp I m not getting any response
[USER_ID] [USER_ID] [USER_ID]  still waiting for your response
[USER_ID] [USER_ID] 2/3 technical issue it has't been updated at bank end. I complained about it to both of your customer support center","AmazonHelp: [USER_ID] If you've shared the info as requested, you might've received an email from us. Please check here: [URL]. ^HA
Customer: @AmazonHelp I m not getting any response
AmazonHelp: [USER_ID] I'm sorry about the payment issues, Pritam. We'd like to help. Please share your details here: [URL]. ^VN
Customer: [USER_ID] [USER_ID] [USER_ID]  still waiting for your response
Customer: [USER_ID] [USER_ID] 2/3 technical issue it has't been updated at bank end. I complained about it to both of your customer support center","[USER_ID] If you've shared the info as requested, you might've received an email from us. Please check here: [URL]. ^HA
[USER_ID] I'm sorry about the payment issues, Pritam. We'd like to help. Please share your details here: [URL]. ^VN",Provided support link. Acknowledged the issue and apologized.,late_delivery,strong,5
C070259,611131,"@AmazonHelp It arrived today.
Hey [USER_ID], you going to give us the choice to opt out of #AMZL when they keep failing to deliver our Prime packages on time? ""We don't know WTF your package is"" isn't what I'm paying $90 a year for.","AmazonHelp: [USER_ID] Are you currently awaiting on an order? ^BD
Customer: @AmazonHelp It arrived today.
AmazonHelp: [USER_ID] We're glad you received your package. Let us know if we can be of help in the future! ^SJ
Customer: Hey [USER_ID], you going to give us the choice to opt out of #AMZL when they keep failing to deliver our Prime packages on time? ""We don't know WTF your package is"" isn't what I'm paying $90 a year for.","[USER_ID] Are you currently awaiting on an order? ^BD
[USER_ID] We're glad you received your package. Let us know if we can be of help in the future! ^SJ",Provided support guidance.,general_inquiry,weak,4
C000474,1018228,"[USER_ID] Mr. Robot S03 nur mit Zwangsuntertiteln verfügbar?
Wird die richtige OV Version noch nachgereicht oder ist es gar ein Fehler?","AmazonHelp: [USER_ID] Wir sind dran! Wann es kommt, kann ich dir leider nicht sagen. ^AS
Customer: [USER_ID] Mr. Robot S03 nur mit Zwangsuntertiteln verfügbar?
Wird die richtige OV Version noch nachgereicht oder ist es gar ein Fehler?","[USER_ID] Wir sind dran! Wann es kommt, kann ich dir leider nicht sagen. ^AS",Provided support guidance.,general_inquiry,weak,2
C032838,2286000,"[USER_ID] Using Hermes to deliver prime products bought on a Friday is very stupid. Hermes does not delivered during weekends, or don't sell the product as prime #fail","AmazonHelp: [USER_ID] They usually deliver on weekends, too. It may depend on your delivery address. If you need help, our customer service can check this: [URL] Best regards ^MH
Customer: [USER_ID] Using Hermes to deliver prime products bought on a Friday is very stupid. Hermes does not delivered during weekends, or don't sell the product as prime #fail","[USER_ID] They usually deliver on weekends, too. It may depend on your delivery address. If you need help, our customer service can check this: [URL] Best regards ^MH",Provided support link.,missing_package,weak,2
C066066,493281,"@AmazonHelp Thanks so much! Sending an email to report it!!!
Hey [USER_ID], i got this email about my account being suspended due to unusual activity... it’s asking me for my SSN... i don’t think this is legit. Can i get some assistance to make sure i can access my account for Christmas shopping? [URL]","AmazonHelp: [USER_ID] Thanks for reaching out, Amy. Looks like you may have a phishing email! Please use the following link to identify if, and report the email. [URL] ^MW
Customer: @AmazonHelp Thanks so much! Sending an email to report it!!!
AmazonHelp: [USER_ID] Great! Let us know if you have any other questions or concerns. We are here to help! ^AL
Customer: Hey [USER_ID], i got this email about my account being suspended due to unusual activity... it’s asking me for my SSN... i don’t think this is legit. Can i get some assistance to make sure i can access my account for Christmas shopping? [URL]","[USER_ID] Thanks for reaching out, Amy. Looks like you may have a phishing email! Please use the following link to identify if, and report the email. [URL] ^MW
[USER_ID] Great! Let us know if you have any other questions or concerns. We are here to help! ^AL",Provided support link. Provided support guidance.,account_issue,strong,4
C071342,657893,"@AmazonHelp わー！！ありがとうございます！気になる作品がいっぱいです。さっそく見てみます！ありがとうございます！
アマゾンさんのプライム会員なんだけど、ぜんぜん映画見てないから、いろいろみてみたいー！","AmazonHelp: [USER_ID] プライム・ビデオ対象作品はこちらからご確認いただけます✨[URL]
ぜひチェックしてみてください( *• ̀ω•́ )b YM
Customer: @AmazonHelp わー！！ありがとうございます！気になる作品がいっぱいです。さっそく見てみます！ありがとうございます！
AmazonHelp: [USER_ID] どうぞお楽しみくださいませ😉🎶 EK
Customer: アマゾンさんのプライム会員なんだけど、ぜんぜん映画見てないから、いろいろみてみたいー！","[USER_ID] プライム・ビデオ対象作品はこちらからご確認いただけます✨[URL]
ぜひチェックしてみてください( *• ̀ω•́ )b YM
[USER_ID] どうぞお楽しみくださいませ😉🎶 EK",Provided support link. Provided support guidance.,general_inquiry,weak,4
C044752,2630107,"[USER_ID] hi, where can I go to find info on my delivery? Status is delivered, but nothing is here. Usually have a photo when order is dropped and didn't this time","AmazonHelp: [USER_ID] I'm sorry you haven't received your order. I recommend giving these steps a try: [URL] If you're still unable to locate your order, please let us know the carrier assigned to your delivery: [URL] ^RA
Customer: [USER_ID] hi, where can I go to find info on my delivery? Status is delivered, but nothing is here. Usually have a photo when order is dropped and didn't this time","[USER_ID] I'm sorry you haven't received your order. I recommend giving these steps a try: [URL] If you're still unable to locate your order, please let us know the carrier assigned to your delivery: [URL] ^RA",Acknowledged the issue and apologized.,general_inquiry,medium,2
C000756,103033,"@AmazonHelp .de
I'm sorry, but I was so damn pissed in that moment... I was tired and already un-built (is that a thing...) my pc because I wanted to build it fastly after the arrival, but then it didn't come...
It now says that it will be here tomorrow. Hopefully...
@AmazonHelp It did arrive and I'm soooo happy! 😊 Thank you for making sure I got my package ❤ [URL]
Hey [USER_ID] ! I didn't get my delivery today despite it saying so since ordering my new pc case and now I'm left with a fully functional pc WITHOUT A DAMN CASE!! Thanks a lot, it's totally not like I wanted to raid Antorus today... 😐","AmazonHelp: [USER_ID] I'm so sorry! Which site did you purchase your case on? (.de, .com, co.uk etc) ^VF
Customer: @AmazonHelp .de
I'm sorry, but I was so damn pissed in that moment... I was tired and already un-built (is that a thing...) my pc because I wanted to build it fastly after the arrival, but then it didn't come...
It now says that it will be here tomorrow. Hopefully...
AmazonHelp: [USER_ID] If not  - my colleagues at the customer service will have a closer look: [URL] Kind regards ^NW
AmazonHelp: [USER_ID] Hi again! Did it arrive, in the meantime? Or could my colleagues help you? ^AS
Customer: @AmazonHelp It did arrive and I'm soooo happy! 😊 Thank you for making sure I got my package ❤ [URL]
AmazonHelp: [USER_ID] Thanks for the feedback 👍 That looks great - enjoy it. ^NW
Customer: Hey [USER_ID] ! I didn't get my delivery today despite it saying so since ordering my new pc case and now I'm left with a fully functional pc WITHOUT A DAMN CASE!! Thanks a lot, it's totally not like I wanted to raid Antorus today... 😐","[USER_ID] I'm so sorry! Which site did you purchase your case on? (.de, .com, co.uk etc) ^VF
[USER_ID] If not  - my colleagues at the customer service will have a closer look: [URL] Kind regards ^NW
[USER_ID] Hi again! Did it arrive, in the meantime? Or could my colleagues help you? ^AS
[USER_ID] Thanks for the feedback 👍 That looks great - enjoy it. ^NW",Acknowledged the issue and apologized. Provided support link. Provided support guidance.,technical_issue,medium,7
C001090,1042352,"@AmazonHelp did not received any update yet order id is [PHONE]-0968369
@AmazonHelp i received a call from amazon they told us that the will to take a right action as soon as possible
[USER_ID] bought Philips Trimmer received a used niva trimmer , what to do , I'm a prime member, First time it is a worst experience","AmazonHelp: [USER_ID] I'm sorry about the delay. Please reach out to our support here: [URL]. We’ll look into it. ^SB
Customer: @AmazonHelp did not received any update yet order id is [PHONE]-0968369
AmazonHelp: [USER_ID] Sure, do keep us posted if you haven't received any update. ^PS
Customer: @AmazonHelp i received a call from amazon they told us that the will to take a right action as soon as possible
AmazonHelp: [USER_ID] I'm sorry about the situation. Kindly connect with us here: [URL] we'd like to help.^SG
Customer: [USER_ID] bought Philips Trimmer received a used niva trimmer , what to do , I'm a prime member, First time it is a worst experience","[USER_ID] I'm sorry about the delay. Please reach out to our support here: [URL]. We’ll look into it. ^SB
[USER_ID] Sure, do keep us posted if you haven't received any update. ^PS
[USER_ID] I'm sorry about the situation. Kindly connect with us here: [URL] we'd like to help.^SG",Acknowledged the issue and apologized. Provided support guidance.,missing_package,medium,6
C069931,602272,"@AmazonHelp I’ve contacted you once and gotten $5 back. Twice I’ve just tossed them. They used to have cardboard around them when delivered—- that stopped them from getting damaged. Also what happened to color coded handles?
[USER_ID] I’d pay extra money for amazon fresh bananas to be packaged how they were before you bought [USER_ID] [URL]","AmazonHelp: [USER_ID] We’re always looking to improve, and would love for our Packaging team to hear about this: [URL]. Thanks for your help!  ^ST
Customer: @AmazonHelp I’ve contacted you once and gotten $5 back. Twice I’ve just tossed them. They used to have cardboard around them when delivered—- that stopped them from getting damaged. Also what happened to color coded handles?
AmazonHelp: [USER_ID] I'm sorry the bananas arrived in that condition. Have you contacted us about the packing issue: [URL]? If so, what options did we provide?  ^KB
Customer: [USER_ID] I’d pay extra money for amazon fresh bananas to be packaged how they were before you bought [USER_ID] [URL]","[USER_ID] We’re always looking to improve, and would love for our Packaging team to hear about this: [URL]. Thanks for your help!  ^ST
[USER_ID] I'm sorry the bananas arrived in that condition. Have you contacted us about the packing issue: [URL]? If so, what options did we provide?  ^KB",Provided support link. Acknowledged the issue and apologized.,technical_issue,strong,4
C044949,2638443,"No joke, Prime Now saved my butt and made the merch booth look cool. [URL]","AmazonHelp: [USER_ID] Awesome!! Glad we were able to help out, Ben! Have fun out there! ^GS
Customer: No joke, Prime Now saved my butt and made the merch booth look cool. [URL]","[USER_ID] Awesome!! Glad we were able to help out, Ben! Have fun out there! ^GS",Provided support guidance.,general_inquiry,weak,2
C057982,298477,more #amazon deliveries than food deliveries these days 😝 ... Look at that load 😮 . they should probably have a pickup option . [USER_ID] [URL],"AmazonHelp: [USER_ID] Wow! We're glad you put us ahead of your food 🙂 We'll be sure to consider the pick up option. ^SQ
Customer: more #amazon deliveries than food deliveries these days 😝 ... Look at that load 😮 . they should probably have a pickup option . [USER_ID] [URL]",[USER_ID] Wow! We're glad you put us ahead of your food 🙂 We'll be sure to consider the pick up option. ^SQ,Provided support guidance.,general_inquiry,weak,2
C020658,166487,"@AmazonHelp Yes, actually, I requested a refund. However, it seems that a language barrier exists not only vocally, but in text. I’ll think about your re-enrollment suggestion. Thank you.
@AmazonHelp  Used Amazon chat to resolve what appeared to be a duplicate charge on two different credit cards for my Prime membership. Just wanted a refund or explanation.  Result? Had my Prime membership cancelled. WTH? Why?","AmazonHelp: [USER_ID] I'm sorry for the unexpected charges and cancellation of your membership. When you spoke with us, did we mention refunding the charges? I realize this isn't ideal; however, we can't reinstate memberships. You may enroll once more: here [URL] ^RA
Customer: @AmazonHelp Yes, actually, I requested a refund. However, it seems that a language barrier exists not only vocally, but in text. I’ll think about your re-enrollment suggestion. Thank you.
Customer: @AmazonHelp  Used Amazon chat to resolve what appeared to be a duplicate charge on two different credit cards for my Prime membership. Just wanted a refund or explanation.  Result? Had my Prime membership cancelled. WTH? Why?","[USER_ID] I'm sorry for the unexpected charges and cancellation of your membership. When you spoke with us, did we mention refunding the charges? I realize this isn't ideal; however, we can't reinstate memberships. You may enroll once more: here [URL] ^RA",Acknowledged the issue and apologized.,refund_issue,strong,3
C079775,936704,"Result..???
#motoappquiz
#AmazonIndia","AmazonHelp: [USER_ID] We will check this with our concerned team and will get back to you with an update soon. Request you to wait. ^NK
Customer: Result..???
#motoappquiz
#AmazonIndia",[USER_ID] We will check this with our concerned team and will get back to you with an update soon. Request you to wait. ^NK,Provided support guidance.,technical_issue,weak,2
C026040,1911598,Excuse me [USER_ID] - how does this work? Different price on the main list than at the point of purchase? [URL],"AmazonHelp: [USER_ID] Hi, that is very odd! Can you reach out to us directly so that we can look into this for you? You can reach us via this link: [URL] ^KI
Customer: Excuse me [USER_ID] - how does this work? Different price on the main list than at the point of purchase? [URL]","[USER_ID] Hi, that is very odd! Can you reach out to us directly so that we can look into this for you? You can reach us via this link: [URL] ^KI",Provided support link.,general_inquiry,weak,2
C074156,748772,"@AmazonHelp Sí, un pedido que se envió el día 7 con @80, con entrega hoy y antes de las 19:50 que me he ido de casa no lo he recibido.
@AmazonHelp [USER_ID] Sí, no han podido contactar con repartidor. 2 soluciones: esperar al lunes o recogerlo a las afueras. Yo no estoy en casa hasta el domingo…
@AmazonHelp Ni marca intento de entrega y reprograman entrega para el sábado, que no voy a estar… Quiero poner una reclamación formal contra SEUR. [URL]
@AmazonHelp Perfecto, muchísimas gracias. 😊
Por favor, @AmazonHelp, no trabajéis en España con @80. Servicio penoso con entrega tarde o fuera de plazo y no responden al teléfono. 😡","AmazonHelp: [USER_ID] Hola, lamento cualquier inconveniente, Guillermo, ¿ Podrías informarme si tienes algún pedido pendiente de entrega? ^AZ
Customer: @AmazonHelp Sí, un pedido que se envió el día 7 con @80, con entrega hoy y antes de las 19:50 que me he ido de casa no lo he recibido.
AmazonHelp: [USER_ID] Entiendo tu molestia. ¿Has podido hablar con [USER_ID] sobre esta entrega? ^LG
Customer: @AmazonHelp [USER_ID] Sí, no han podido contactar con repartidor. 2 soluciones: esperar al lunes o recogerlo a las afueras. Yo no estoy en casa hasta el domingo…
AmazonHelp: [USER_ID] Entiendo, mantennos al tanto de la entrega, si no recibes respuesta por favor contactanos de nuevo. ^MB
Customer: @AmazonHelp Ni marca intento de entrega y reprograman entrega para el sábado, que no voy a estar… Quiero poner una reclamación formal contra SEUR. [URL]
AmazonHelp: [USER_ID] Guillermo, entra en contacto con Soporte al Cliente para reportar lo que indicas: [URL]. ^DA
Customer: @AmazonHelp Perfecto, muchísimas gracias. 😊
AmazonHelp: [USER_ID] Con mucho gusto. Estamos para ayudarte en lo que necesites. ^HC
Customer: Por favor, @AmazonHelp, no trabajéis en España con @80. Servicio penoso con entrega tarde o fuera de plazo y no responden al teléfono. 😡","[USER_ID] Hola, lamento cualquier inconveniente, Guillermo, ¿ Podrías informarme si tienes algún pedido pendiente de entrega? ^AZ
[USER_ID] Entiendo tu molestia. ¿Has podido hablar con [USER_ID] sobre esta entrega? ^LG
[USER_ID] Entiendo, mantennos al tanto de la entrega, si no recibes respuesta por favor contactanos de nuevo. ^MB
[USER_ID] Guillermo, entra en contacto con Soporte al Cliente para reportar lo que indicas: [URL]. ^DA
[USER_ID] Con mucho gusto. Estamos para ayudarte en lo que necesites. ^HC",Provided support guidance. Provided support link.,general_inquiry,strong,10
C052895,2864756,"@AmazonHelp Hahaha, did you catch the date? I'm not sure even you could deliver me this package in Dec 2016!
#amazonprimetimemachine [USER_ID] my order from this past Saturday. Lol [URL]","AmazonHelp: [USER_ID] I'm terribly sorry for the delay! Please let us know if your package doesn't arrive by Dec 2. We want to ensure it arrives! ^GM
Customer: @AmazonHelp Hahaha, did you catch the date? I'm not sure even you could deliver me this package in Dec 2016!
AmazonHelp: [USER_ID] Uh oh, the flux capacitor is leaking again. Sorry about that! We're always looking to improve, please let us know if you notice any other rips in space and time! ^CL
Customer: #amazonprimetimemachine [USER_ID] my order from this past Saturday. Lol [URL]","[USER_ID] I'm terribly sorry for the delay! Please let us know if your package doesn't arrive by Dec 2. We want to ensure it arrives! ^GM
[USER_ID] Uh oh, the flux capacitor is leaking again. Sorry about that! We're always looking to improve, please let us know if you notice any other rips in space and time! ^CL",Acknowledged the issue and apologized.,general_inquiry,medium,4
C012786,140958,"amo vcs [USER_ID]
amazon ja enviou o pedido!!! serio eles sao maravilhosos, compro desde 2015 e nunca me decepcionei","AmazonHelp: [USER_ID] Nós tambem te amamos! 💚 ^NP
Customer: amo vcs [USER_ID]
Customer: amazon ja enviou o pedido!!! serio eles sao maravilhosos, compro desde 2015 e nunca me decepcionei",[USER_ID] Nós tambem te amamos! 💚 ^NP,Provided support guidance.,general_inquiry,weak,3
C010894,1357182,"@AmazonHelp  [URL]
@AmazonHelp I can't find the option it's telling me to click on
@AmazonHelp Managed to sort it thank you for your help
[USER_ID] I placed an order and it's never arrived... I have contacted the seller and heard nothing back. What do I need to do,","AmazonHelp: [USER_ID] Hey, thanks for reaching out to us! Can you tell us what the shipping say here: [URL] We're here to help! ^LS
Customer: @AmazonHelp  [URL]
AmazonHelp: [USER_ID] Please look into filing an A-to-z Guarantee: [URL] Let us know if you have any questions! ^AB
Customer: @AmazonHelp I can't find the option it's telling me to click on
AmazonHelp: [USER_ID] No problem! You can reach out to us via phone/chat here:[URL], and we will be more than happy to assist! ^SA
Customer: @AmazonHelp Managed to sort it thank you for your help
AmazonHelp: [USER_ID] You're welcome! We'll be here if you need anything else. ^MB
Customer: [USER_ID] I placed an order and it's never arrived... I have contacted the seller and heard nothing back. What do I need to do,","[USER_ID] Hey, thanks for reaching out to us! Can you tell us what the shipping say here: [URL] We're here to help! ^LS
[USER_ID] Please look into filing an A-to-z Guarantee: [URL] Let us know if you have any questions! ^AB
[USER_ID] No problem! You can reach out to us via phone/chat here:[URL], and we will be more than happy to assist! ^SA
[USER_ID] You're welcome! We'll be here if you need anything else. ^MB",Provided support link. Provided support guidance.,general_inquiry,medium,8
C077859,866166,"@AmazonHelp The USPS website says Monday but your site hasn't changed.
When your [USER_ID] package is THIS close but you get the mail and it's not in there.... 😭😭😭 [URL]","AmazonHelp: [USER_ID] We know you're excited! We still intend to deliver up until 8PM! Please let us know if you don't receive it by this time. ^KJ
Customer: @AmazonHelp The USPS website says Monday but your site hasn't changed.
AmazonHelp: [USER_ID] Typically, late packages arrived the next business day. Please let us know if you don't receive it by then. ^KP
Customer: When your [USER_ID] package is THIS close but you get the mail and it's not in there.... 😭😭😭 [URL]","[USER_ID] We know you're excited! We still intend to deliver up until 8PM! Please let us know if you don't receive it by this time. ^KJ
[USER_ID] Typically, late packages arrived the next business day. Please let us know if you don't receive it by then. ^KP",Provided support guidance.,technical_issue,strong,4
C011983,1386161,"Amazonで買い物出来なくなったな。
代引き手数料がかかるのがね
しかも、１品毎…
いたたたた。だよまったく。","AmazonHelp: [USER_ID] 突然失礼いたします、公式サポートです。当サイトのご利用で何かお困りでしょうか？TN
Customer: Amazonで買い物出来なくなったな。
代引き手数料がかかるのがね
しかも、１品毎…
いたたたた。だよまったく。",[USER_ID] 突然失礼いたします、公式サポートです。当サイトのご利用で何かお困りでしょうか？TN,Provided support guidance.,general_inquiry,weak,2
C003200,1114879,"@AmazonHelp Oui merci parce-que là si ça fait pareil avec tous les articles pour Noël ça craint !
@AmazonHelp Pas de soucis 😉
[USER_ID] [USER_ID] c'est quoi cette fausse promo a 2 balles. Gonflage de prix... [URL]
Ils ont fumés chez Amazon...  Il faut qu'ils arrêtent leurs fausses promos","AmazonHelp: [USER_ID] Bonjour, Merci de votre commentaire, nous allons le transmettre aux équipes compétentes afin d'y remédier. ^SA
Customer: @AmazonHelp Oui merci parce-que là si ça fait pareil avec tous les articles pour Noël ça craint !
AmazonHelp: [USER_ID] À votre service
Merci de nous tenir informé de toute situation qui nous permettra de continuer à bien vous servir.
Customer: @AmazonHelp Pas de soucis 😉
Customer: [USER_ID] [USER_ID] c'est quoi cette fausse promo a 2 balles. Gonflage de prix... [URL]
Customer: Ils ont fumés chez Amazon...  Il faut qu'ils arrêtent leurs fausses promos","[USER_ID] Bonjour, Merci de votre commentaire, nous allons le transmettre aux équipes compétentes afin d'y remédier. ^SA
[USER_ID] À votre service
Merci de nous tenir informé de toute situation qui nous permettra de continuer à bien vous servir.",Provided support guidance.,promotion,medium,6
C003521,1122752,"@AmazonHelp Ty for your response, it says it dispatched and that it was expected for yesterday, no worries though I'm not in too much of a hurry for it
@AmazonHelp No, just says dispatched with the same expected date of arrival. [URL]
@AmazonHelp Third-party seller, I think it's from a different country also.
@AmazonHelp There's no tracking available for this seller.
@AmazonHelp If it doesn't come by Wednesday, I think I will, thanks for all your help 👍🏻
@AmazonHelp It came today, thanks for all your help 👍🏻
Ok, the first sign of the apocalypse.. My [USER_ID] package didn't arrive when it said it would 😮 [URL]","AmazonHelp: [USER_ID] This isn't what we expect, truly sorry! What does your tracking info currently state? Check: [URL] ^JE
Customer: @AmazonHelp Ty for your response, it says it dispatched and that it was expected for yesterday, no worries though I'm not in too much of a hurry for it
AmazonHelp: [USER_ID] Has the delivery date on the order adjusted to a new time frame? ^MJ
Customer: @AmazonHelp No, just says dispatched with the same expected date of arrival. [URL]
AmazonHelp: [USER_ID] Is your item being shipped by Amazon directly or by a Third-party seller? ^NC
Customer: @AmazonHelp Third-party seller, I think it's from a different country also.
AmazonHelp: [USER_ID] Have you checked the tracking number on the courier's site? You can find a link to their site here: [URL] ^LB
Customer: @AmazonHelp There's no tracking available for this seller.
AmazonHelp: [USER_ID] Have you been able to contact the seller: [URL]? They may have further insight! ^AB
Customer: @AmazonHelp If it doesn't come by Wednesday, I think I will, thanks for all your help 👍🏻
AmazonHelp: [USER_ID] You're welcome, please keep us posted! ^NC
Customer: @AmazonHelp It came today, thanks for all your help 👍🏻
AmazonHelp: [USER_ID] That's great to hear! Let us know if there is anything else we may help you with! ^TH
Customer: Ok, the first sign of the apocalypse.. My [USER_ID] package didn't arrive when it said it would 😮 [URL]","[USER_ID] This isn't what we expect, truly sorry! What does your tracking info currently state? Check: [URL] ^JE
[USER_ID] Has the delivery date on the order adjusted to a new time frame? ^MJ
[USER_ID] Is your item being shipped by Amazon directly or by a Third-party seller? ^NC
[USER_ID] Have you checked the tracking number on the courier's site? You can find a link to their site here: [URL] ^LB
[USER_ID] Have you been able to contact the seller: [URL]? They may have further insight! ^AB
[USER_ID] You're welcome, please keep us posted! ^NC
[USER_ID] That's great to hear! Let us know if there is anything else we may help you with! ^TH",Acknowledged the issue and apologized. Provided support guidance. Provided support link.,product_availability,strong,14
C032375,2278337,[USER_ID]  if shipment is delayed why to give absurd reason of delivery agent could not locate the address and next day delivery is made without any contact. I have observed this many times and Amazon should take note of this,"AmazonHelp: [USER_ID] I understand your concern, I've noted your comments and have forwarded your feedback internally. ^BA
Customer: [USER_ID]  if shipment is delayed why to give absurd reason of delivery agent could not locate the address and next day delivery is made without any contact. I have observed this many times and Amazon should take note of this","[USER_ID] I understand your concern, I've noted your comments and have forwarded your feedback internally. ^BA",Provided support guidance.,late_delivery,weak,2
C047619,2728886,[USER_ID] you guys should make a sister app or a function of your app that shows up as “Santa’s Wish List” that kids could use to generate their wishlists. Then that would automatically add the list to a list on their parent’s amazon account.,"AmazonHelp: [USER_ID] Hi Alan. Thank you for your suggestion ^KK
Customer: [USER_ID] you guys should make a sister app or a function of your app that shows up as “Santa’s Wish List” that kids could use to generate their wishlists. Then that would automatically add the list to a list on their parent’s amazon account.",[USER_ID] Hi Alan. Thank you for your suggestion ^KK,Provided support guidance.,account_issue,weak,2
C000423,1016746,"@AmazonHelp I need your help! I created an account, then I bought something, now I don't remember the email I used. Help me!","AmazonHelp: [USER_ID] Oh no! Fear not! Contact us from here: [URL] Lets see if we can help out in real time.  ^CH
Customer: @AmazonHelp I need your help! I created an account, then I bought something, now I don't remember the email I used. Help me!",[USER_ID] Oh no! Fear not! Contact us from here: [URL] Lets see if we can help out in real time.  ^CH,Provided support link.,account_issue,medium,2
C002542,1097715,"@AmazonHelp Grisby 🐈❤️ [URL]
Wait! It isnt my order #catstagram #chartreux [USER_ID] [URL]","AmazonHelp: [USER_ID] How cute! 😍 What's its name? 🐱 ^JQ
Customer: @AmazonHelp Grisby 🐈❤️ [URL]
AmazonHelp: [USER_ID] So cute! 😊 Please give it a big hug! ❤️ ^JQ
Customer: Wait! It isnt my order #catstagram #chartreux [USER_ID] [URL]","[USER_ID] How cute! 😍 What's its name? 🐱 ^JQ
[USER_ID] So cute! 😊 Please give it a big hug! ❤️ ^JQ",Provided support guidance.,general_inquiry,weak,4
