conversation_id,conversation,customer_problem,amazon_responses,turn_count,customer_turns,first_timestamp,last_timestamp
2171997,"AmazonHelp: [USER_ID] Hi, please reach out - [URL] a digital specialist will be happy to assist. ^TP
Customer: @AmazonHelp Searched through the whole page on my kindle paper white. had no option but to opt in... can I opt out on the kindle directly?
AmazonHelp: [USER_ID] Hi, there should be an option to continue without Kindle Unlimited, can you see an option? ^JJ
Customer: Hey @AmazonHelp care to explain why when setting up a kindle there is NO option to skip kindle unlimited set up? That is some bullshit.","@AmazonHelp Searched through the whole page on my kindle paper white. had no option but to opt in... can I opt out on the kindle directly?
Hey @AmazonHelp care to explain why when setting up a kindle there is NO option to skip kindle unlimited set up? That is some bullshit.","[USER_ID] Hi, please reach out - [URL] a digital specialist will be happy to assist. ^TP
[USER_ID] Hi, there should be an option to continue without Kindle Unlimited, can you see an option? ^JJ",4,2,,
1493735,"AmazonHelp: [USER_ID] We're so sorry to hear this. Please report it to our support team here: [URL] for a quick assistance. ^RS
Customer: @AmazonHelp Do u realise I have been talking to your customer care who has been absolutely ZERO help. And they keep asking me to call back
Customer: This is the 4th time in a row that #amazonindia has failed 1-Day delivery despite being a #amazonprime customer. #badservice @AmazonHelp
AmazonHelp: [USER_ID] Sorry for the inconvenience. We’d like to help, please fill this form: [URL] and we’ll contact you soon.^PJ
Customer: @AmazonHelp [USER_ID] 3) Apparently the [USER_ID] service is utter BULLSHIT because this is the 3rd time in the row I have not received the product in time
Customer: @AmazonHelp 2) Apparently [USER_ID] provides excellent Customer Experience by not being able to even provide the correct number of the delivery agent
Customer: @AmazonHelp 1) Apparently i pay extra for GUARANTEED 1 day delivery just to get the product 3-4 days later, after making N no. of calls to custcare
Customer: @AmazonHelp #amazoncustomercare will provide wrong info, or will dodge time by asking u to call later &amp; when its EOD they will PROMISE delivery nextday
AmazonHelp: [USER_ID] Apologies for the inconvenience. Please share your details here: [URL] &amp; we'll get in touch with you. ^BS
AmazonHelp: [USER_ID] We're sorry for the unpleasant experience, kindly fill in your details in the link mentioned above. ^MN
Customer: @AmazonHelp Thats the N-th time u want me to fill form. Plz note that I’ve already done it. Try actually caring for ur customers instead of auto replies
AmazonHelp: [USER_ID] Apologies! If you've shared your details, you'll definitely receive an email from our team. Kindly check and reply. ^MN
Customer: @AmazonHelp [USER_ID] [USER_ID] Even the delivery agent’s number provided by #amazon is unreachable/doesn’t exist &amp; this is not the 1st time this happened. WTF #amazonindia [URL]
Customer: @AmazonHelp [USER_ID] [USER_ID] #horribleservice #badcustomerservice #badcustomerexperience #disappointed Amazon Prime is an utter disaster. Please refrain from opting this
AmazonHelp: [USER_ID] I get you're upset! Our team will get back to you at the earliest with an update. ^PR
Customer: @AmazonHelp Meanwhile @AmazonHelp keeps asking me to fill a fucking form over and over and over again!
Customer: @AmazonHelp Not to mention, all the #customercare people from #amazon are paid liars who bluff customers into believing shit.","@AmazonHelp Do u realise I have been talking to your customer care who has been absolutely ZERO help. And they keep asking me to call back
This is the 4th time in a row that #amazonindia has failed 1-Day delivery despite being a #amazonprime customer. #badservice @AmazonHelp
@AmazonHelp [USER_ID] 3) Apparently the [USER_ID] service is utter BULLSHIT because this is the 3rd time in the row I have not received the product in time
@AmazonHelp 2) Apparently [USER_ID] provides excellent Customer Experience by not being able to even provide the correct number of the delivery agent
@AmazonHelp 1) Apparently i pay extra for GUARANTEED 1 day delivery just to get the product 3-4 days later, after making N no. of calls to custcare
@AmazonHelp #amazoncustomercare will provide wrong info, or will dodge time by asking u to call later &amp; when its EOD they will PROMISE delivery nextday
@AmazonHelp Thats the N-th time u want me to fill form. Plz note that I’ve already done it. Try actually caring for ur customers instead of auto replies
@AmazonHelp [USER_ID] [USER_ID] Even the delivery agent’s number provided by #amazon is unreachable/doesn’t exist &amp; this is not the 1st time this happened. WTF #amazonindia [URL]
@AmazonHelp [USER_ID] [USER_ID] #horribleservice #badcustomerservice #badcustomerexperience #disappointed Amazon Prime is an utter disaster. Please refrain from opting this
@AmazonHelp Meanwhile @AmazonHelp keeps asking me to fill a fucking form over and over and over again!
@AmazonHelp Not to mention, all the #customercare people from #amazon are paid liars who bluff customers into believing shit.","[USER_ID] We're so sorry to hear this. Please report it to our support team here: [URL] for a quick assistance. ^RS
[USER_ID] Sorry for the inconvenience. We’d like to help, please fill this form: [URL] and we’ll contact you soon.^PJ
[USER_ID] Apologies for the inconvenience. Please share your details here: [URL] &amp; we'll get in touch with you. ^BS
[USER_ID] We're sorry for the unpleasant experience, kindly fill in your details in the link mentioned above. ^MN
[USER_ID] Apologies! If you've shared your details, you'll definitely receive an email from our team. Kindly check and reply. ^MN
[USER_ID] I get you're upset! Our team will get back to you at the earliest with an update. ^PR",17,11,,
539832,"AmazonHelp: [USER_ID] On any instance if an Amazon account is put on hold, specialty team sends you an e-mail on your email. We would request you to reply to the same. Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.^CB
Customer: [USER_ID]
 I'm trusted amazon.in but my account has been hold please unhold my account..
   Please sir my unhold so I request you
Amazon __email__","[USER_ID]
 I'm trusted amazon.in but my account has been hold please unhold my account..
   Please sir my unhold so I request you
Amazon __email__","[USER_ID] On any instance if an Amazon account is put on hold, specialty team sends you an e-mail on your email. We would request you to reply to the same. Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.^CB",2,1,,
1408301,"AmazonHelp: [USER_ID] I see Katherine C. has emailed to you regarding the current issue. Have you checked your spam/junk folder for it?  ^AG
Customer: @AmazonHelp I have checked and in not seeing anything.
AmazonHelp: [USER_ID] I'm sorry our e-mail isn't showing up in your inbox. Please look for it here instead: [URL] ^MB
Customer: @AmazonHelp I can't reply back or anything to that. At this point I just want this canceled and my money back. I can go to hobby lobby and get one
AmazonHelp: [USER_ID] When you can, please reach out directly to us here: [URL] so that we can explore other options. ^TN
Customer: @AmazonHelp Filled it out. It said up to 12 business hours and still haven't heard anything.
AmazonHelp: [USER_ID] We'd like to have a specialist take a look at this for you. Please provide details here: [URL] ^TR
Customer: @AmazonHelp The Amazon delivery.
AmazonHelp: [USER_ID] I'm sorry you haven't received your order yet; who is the listed carrier for this order: [URL]? ^WM
Customer: @amazonhelp So my package was out for delivery friday, then again yesterday and ALSO TODAY! Does 2 day shipping no longer mean 2 day?","@AmazonHelp I have checked and in not seeing anything.
@AmazonHelp I can't reply back or anything to that. At this point I just want this canceled and my money back. I can go to hobby lobby and get one
@AmazonHelp Filled it out. It said up to 12 business hours and still haven't heard anything.
@AmazonHelp The Amazon delivery.
@amazonhelp So my package was out for delivery friday, then again yesterday and ALSO TODAY! Does 2 day shipping no longer mean 2 day?","[USER_ID] I see Katherine C. has emailed to you regarding the current issue. Have you checked your spam/junk folder for it?  ^AG
[USER_ID] I'm sorry our e-mail isn't showing up in your inbox. Please look for it here instead: [URL] ^MB
[USER_ID] When you can, please reach out directly to us here: [URL] so that we can explore other options. ^TN
[USER_ID] We'd like to have a specialist take a look at this for you. Please provide details here: [URL] ^TR
[USER_ID] I'm sorry you haven't received your order yet; who is the listed carrier for this order: [URL]? ^WM",10,5,,
2349630,"AmazonHelp: [USER_ID] Nós amamos você, Vitor 💛 ^VL
Customer: [USER_ID] Muito obrigado [USER_ID] eu te amo",[USER_ID] Muito obrigado [USER_ID] eu te amo,"[USER_ID] Nós amamos você, Vitor 💛 ^VL",2,1,,
1631089,"AmazonHelp: [USER_ID] You are awesome, salute to your belief. I'm sure you're gonna change the world one day. What kind of Kindle do you like? ^HA
Customer: @AmazonHelp I wish for all new kindle eReader white! Thanks for replying to my tweet and acknowledging my views.
AmazonHelp: [USER_ID] That definitely is a very great choice! We hope you get one soon! All power to you. Nature is waiting 😊. ^ZH
Customer: @AmazonHelp thanks a lot for your kind wishes!! Hope I make a difference soon to nature!!
Customer: @AmazonHelp diwali is gone still not able to make it though. I feel like have to wait for a Santa this time for a [USER_ID] ,
Customer: Wish soon i can save money and buy [USER_ID] so that i can contribute to nature and read all my favorite books on [USER_ID] Kindle!","@AmazonHelp I wish for all new kindle eReader white! Thanks for replying to my tweet and acknowledging my views.
@AmazonHelp thanks a lot for your kind wishes!! Hope I make a difference soon to nature!!
@AmazonHelp diwali is gone still not able to make it though. I feel like have to wait for a Santa this time for a [USER_ID] ,
Wish soon i can save money and buy [USER_ID] so that i can contribute to nature and read all my favorite books on [USER_ID] Kindle!","[USER_ID] You are awesome, salute to your belief. I'm sure you're gonna change the world one day. What kind of Kindle do you like? ^HA
[USER_ID] That definitely is a very great choice! We hope you get one soon! All power to you. Nature is waiting 😊. ^ZH",6,4,,
2142927,"AmazonHelp: [USER_ID] Please reach out directly by phone/chat to us here: [URL] so we can take a closer look. ^TN
Customer: Tonight, an [USER_ID] delivery man attempted to deliver a parcel but I wasn’t in. They went into the back garden, (with a 🔦 ) had a look around the garden, went up to the back door, put the parcel down, took a picture of it and left.. watched it all live on Arlo. Very strange...","Tonight, an [USER_ID] delivery man attempted to deliver a parcel but I wasn’t in. They went into the back garden, (with a 🔦 ) had a look around the garden, went up to the back door, put the parcel down, took a picture of it and left.. watched it all live on Arlo. Very strange...",[USER_ID] Please reach out directly by phone/chat to us here: [URL] so we can take a closer look. ^TN,2,1,,
2948172,"AmazonHelp: [USER_ID] Hola, muchas gracias por tus comentarios. Los apreciamos mucho y los tomamos en cuenta con el fin de mejorar. Recuerda que puedes reportar cualquier situación con nuestro Servicio al Cliente directamente. ^KS
Customer: [USER_ID] [USER_ID] me encantan sus tiendas, desde que me inscribí en dic de 2016 he hecho casi 50 pedidos, pero hay algo que me molesta mucho.
Gastan demasiado papel y/o bolsas de aire en las envolturas y eso no es amigable con el ambiente. Las cajas son de 90cm de largo. [URL]","[USER_ID] [USER_ID] me encantan sus tiendas, desde que me inscribí en dic de 2016 he hecho casi 50 pedidos, pero hay algo que me molesta mucho.
Gastan demasiado papel y/o bolsas de aire en las envolturas y eso no es amigable con el ambiente. Las cajas son de 90cm de largo. [URL]","[USER_ID] Hola, muchas gracias por tus comentarios. Los apreciamos mucho y los tomamos en cuenta con el fin de mejorar. Recuerda que puedes reportar cualquier situación con nuestro Servicio al Cliente directamente. ^KS",2,1,,
2925610,"AmazonHelp: [USER_ID] Surprise Surprise!! We start delivering our packages from 8:00 AM. Hope this turns out to be a great delivery experience for you...:) ^AH
Customer: @AmazonHelp Yes 👍
Keep it up !!
AmazonHelp: [USER_ID] We are what we repeatedly do :) This made our day. Thank you! ^BS
Customer: [USER_ID]  delivered my package at 8:25 in the morning...
OMG 😱😱
Is this a new record 😂","@AmazonHelp Yes 👍
Keep it up !!
[USER_ID]  delivered my package at 8:25 in the morning...
OMG 😱😱
Is this a new record 😂","[USER_ID] Surprise Surprise!! We start delivering our packages from 8:00 AM. Hope this turns out to be a great delivery experience for you...:) ^AH
[USER_ID] We are what we repeatedly do :) This made our day. Thank you! ^BS",4,2,,
2312296,"AmazonHelp: [USER_ID] Ist verständlich. Bitte 😊
Customer: @AmazonHelp Ok danke. Trotzdem ärgerlich
AmazonHelp: [USER_ID] Hi, Marketplace-Verkäufer können Ihre Preise selbstständig festlegen. Sollte das Angebot eines Verkäufers nicht mehr verfügbar sein, wird dir ein anderes Angebot angezeigt. Gruß ^MI
Customer: Hallo @AmazonHelp Wieso kostet denn der Bartisch Frieda plötzlich wieder 305€ anstatt knapp 90€?? Wollte ihn gerade bestellen 😬[USER_ID]","@AmazonHelp Ok danke. Trotzdem ärgerlich
Hallo @AmazonHelp Wieso kostet denn der Bartisch Frieda plötzlich wieder 305€ anstatt knapp 90€?? Wollte ihn gerade bestellen 😬[USER_ID]","[USER_ID] Ist verständlich. Bitte 😊
[USER_ID] Hi, Marketplace-Verkäufer können Ihre Preise selbstständig festlegen. Sollte das Angebot eines Verkäufers nicht mehr verfügbar sein, wird dir ein anderes Angebot angezeigt. Gruß ^MI",4,2,,
1172677,"AmazonHelp: [USER_ID] Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^HD
Customer: Not getting Proper Response/Manipulating Policy on Order # [PHONE]-7196320
[USER_ID] @AmazonHelp
AmazonHelp: [USER_ID] I'm sorry about any ordeal, Syed. Could you let us know what went wrong? We'd like to look into it. 1/2 ^HD
AmazonHelp: [USER_ID] Allow me to take a closer look. Please share your details here: [URL] and I'll get in touch with you. ^HD
Customer: [USER_ID] @AmazonHelp Hldng Cstmr's Money evn tho its ur own mstke nt once bt 100 tms. I wud share ol dtls pblcly 2 show d wrld hw u play wd ur policiz.
AmazonHelp: [USER_ID] We definitely want to help you. Please fill in your details from the secured link provided earlier. ^OS
Customer: @AmazonHelp I have already filled the details and what I am looking for an update. Please check your Systems before replying. THE PEAK OF FRUSTRATION!!!
AmazonHelp: [USER_ID] As you've filled in your details, you might have received an email from us. Kindly check and revert if required. ^AS
Customer: @AmazonHelp that your issue is handled by our Executive Customer Relations team which is the highest point of escalation. Updates @AmazonHelp
AmazonHelp: [USER_ID] Please respond to the email sent by the Executive Customer Relations team and they'll assist you. ^NR
Customer: @AmazonHelp There is no email sent by ECR but Social Media Team and askng to wait for another 2-4 Days. Height of testing customers' patience [USER_ID]
Customer: @AmazonHelp [USER_ID] [USER_ID] playing with customers' money wishing #DiwaliMubarak. Not getting proper responses but only the canned ones. #frustrated
AmazonHelp: [USER_ID] I get your disappointment, please reply to the email sent by our team with your insight for further assistance. ^PR
Customer: @AmazonHelp There is no email from 2 days, just asked to wait more that its being handled by Executive Customer Relation team. [USER_ID]
AmazonHelp: [USER_ID] Please respond to the email sent by the specialist team and they'll get in touch with you. ^NR
Customer: @AmazonHelp I did but the reply came from cs-reply instead of specialists and again the response was canned. [USER_ID]
AmazonHelp: [USER_ID] If you've received an E-mail from Social media team, please reply to the same for further assistance. ^MO
Customer: @AmazonHelp Do you understand English? Please read before replying [USER_ID]
AmazonHelp: [USER_ID] Executive Customer Relations team and we'll reach out to you. (2/2) ^KA
AmazonHelp: [USER_ID] Sorry for the stretch. Please reply to the email you've received from our team or from our (1/2) ^KA
Customer: [USER_ID] @AmazonHelp Still awaiting the final confirmation. Just that if you can't resolve, Answer the listed Questions pls. So I can take further steps. Thanks!","Not getting Proper Response/Manipulating Policy on Order # [PHONE]-7196320
[USER_ID] @AmazonHelp
[USER_ID] @AmazonHelp Hldng Cstmr's Money evn tho its ur own mstke nt once bt 100 tms. I wud share ol dtls pblcly 2 show d wrld hw u play wd ur policiz.
@AmazonHelp I have already filled the details and what I am looking for an update. Please check your Systems before replying. THE PEAK OF FRUSTRATION!!!
@AmazonHelp that your issue is handled by our Executive Customer Relations team which is the highest point of escalation. Updates @AmazonHelp
@AmazonHelp There is no email sent by ECR but Social Media Team and askng to wait for another 2-4 Days. Height of testing customers' patience [USER_ID]
@AmazonHelp [USER_ID] [USER_ID] playing with customers' money wishing #DiwaliMubarak. Not getting proper responses but only the canned ones. #frustrated
@AmazonHelp There is no email from 2 days, just asked to wait more that its being handled by Executive Customer Relation team. [USER_ID]
@AmazonHelp I did but the reply came from cs-reply instead of specialists and again the response was canned. [USER_ID]
@AmazonHelp Do you understand English? Please read before replying [USER_ID]
[USER_ID] @AmazonHelp Still awaiting the final confirmation. Just that if you can't resolve, Answer the listed Questions pls. So I can take further steps. Thanks!","[USER_ID] Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^HD
[USER_ID] I'm sorry about any ordeal, Syed. Could you let us know what went wrong? We'd like to look into it. 1/2 ^HD
[USER_ID] Allow me to take a closer look. Please share your details here: [URL] and I'll get in touch with you. ^HD
[USER_ID] We definitely want to help you. Please fill in your details from the secured link provided earlier. ^OS
[USER_ID] As you've filled in your details, you might have received an email from us. Kindly check and revert if required. ^AS
[USER_ID] Please respond to the email sent by the Executive Customer Relations team and they'll assist you. ^NR
[USER_ID] I get your disappointment, please reply to the email sent by our team with your insight for further assistance. ^PR
[USER_ID] Please respond to the email sent by the specialist team and they'll get in touch with you. ^NR
[USER_ID] If you've received an E-mail from Social media team, please reply to the same for further assistance. ^MO
[USER_ID] Executive Customer Relations team and we'll reach out to you. (2/2) ^KA
[USER_ID] Sorry for the stretch. Please reply to the email you've received from our team or from our (1/2) ^KA",21,10,,
1089810,"AmazonHelp: [USER_ID] Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK
Customer: [USER_ID] I placed the ORDER # [PHONE]-9103569. Expected delivery date is 10-Oct but till now I haven't received the package. Pl help.
AmazonHelp: [USER_ID] I'm sorry about the delay. Kindly contact our team here: [URL] and we'll look into this. (1/2) ^GK",[USER_ID] I placed the ORDER # [PHONE]-9103569. Expected delivery date is 10-Oct but till now I haven't received the package. Pl help.,"[USER_ID] Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK
[USER_ID] I'm sorry about the delay. Kindly contact our team here: [URL] and we'll look into this. (1/2) ^GK",3,1,,
792739,"AmazonHelp: [USER_ID] order  from Facebook. Call us here: [URL] &amp; we'll take necessary actions to make things right. 2/2 ^MJ
Customer: [USER_ID] Today is the date of delivery, but still I didn't receive my order and I don't want to hear a sorry from you. Where to DM details?
AmazonHelp: [USER_ID] We regret for the inconvenience in delivering this order. Being a social platform we'll not be able to access your 1/2 ^MJ","[USER_ID] Today is the date of delivery, but still I didn't receive my order and I don't want to hear a sorry from you. Where to DM details?","[USER_ID] order  from Facebook. Call us here: [URL] &amp; we'll take necessary actions to make things right. 2/2 ^MJ
[USER_ID] We regret for the inconvenience in delivering this order. Being a social platform we'll not be able to access your 1/2 ^MJ",3,1,,
2171896,"AmazonHelp: [USER_ID] Oh no, sorry to hear that, can you get in touch with us here: [URL] so we can help ^AS
Customer: [USER_ID] ah, I got sent the wrong order, what should I do? Who do I contact about this?","[USER_ID] ah, I got sent the wrong order, what should I do? Who do I contact about this?","[USER_ID] Oh no, sorry to hear that, can you get in touch with us here: [URL] so we can help ^AS",2,1,,
235120,"AmazonHelp: [USER_ID] (2/2) ´´Thursday Night Football`` e pronto. ^MB
Customer: @AmazonHelp Não é possível assistir NFL pelo APP Amazon Prime no PlayStation 4?
Can not watch NFL by Amazon Prime APP on PlayStation 4?
AmazonHelp: [USER_ID] Olá FIBONACCI, é possível sim, só precisa baixar o aplicativo no PlayStation e clicar no botao verde que fala (1/2)","@AmazonHelp Não é possível assistir NFL pelo APP Amazon Prime no PlayStation 4?
Can not watch NFL by Amazon Prime APP on PlayStation 4?","[USER_ID] (2/2) ´´Thursday Night Football`` e pronto. ^MB
[USER_ID] Olá FIBONACCI, é possível sim, só precisa baixar o aplicativo no PlayStation e clicar no botao verde que fala (1/2)",3,1,,
543589,"AmazonHelp: [USER_ID] So sorry to hear that you haven't received your order yet! Has this order already been dispatched? ^GS
Customer: @AmazonHelp No it says was expected 28th Nov... but on the website the item is currently in stock and sold by amazon
AmazonHelp: [USER_ID] Have you been given a new delivery date via email (please make sure to check junk folders) or tracking?^SM
Customer: @AmazonHelp No nothing. I spoke on live chat a few days ago, they just said they could cancel it so I could re-buy it on prime but now the price changed
AmazonHelp: [USER_ID] I understand. Please give us another chance to look into this with you. Please reach us by phone here: [URL], for available options. ^JM
Customer: [USER_ID] Order was due to arrive 5 days ago and still no info on when it's due. Prime memeber 4 year and never had this much bother before","@AmazonHelp No it says was expected 28th Nov... but on the website the item is currently in stock and sold by amazon
@AmazonHelp No nothing. I spoke on live chat a few days ago, they just said they could cancel it so I could re-buy it on prime but now the price changed
[USER_ID] Order was due to arrive 5 days ago and still no info on when it's due. Prime memeber 4 year and never had this much bother before","[USER_ID] So sorry to hear that you haven't received your order yet! Has this order already been dispatched? ^GS
[USER_ID] Have you been given a new delivery date via email (please make sure to check junk folders) or tracking?^SM
[USER_ID] I understand. Please give us another chance to look into this with you. Please reach us by phone here: [URL], for available options. ^JM",6,3,,
898522,"AmazonHelp: [USER_ID] Thanks a bunch. We'll reach out to you at the earliest to make things right. ^CB
Customer: @AmazonHelp [USER_ID] @AmazonHelp Is anyone looking at the issue???
AmazonHelp: [USER_ID] If the details were shared, you must've received a correspondence from us, Rohit. Please check. ^HD
Customer: @AmazonHelp Fucking service by [USER_ID] @AmazonHelp, there no any response yet
AmazonHelp: [USER_ID] We're sorry to see you disappointed, we're working on this. We'll reach out to you soon.^AR
Customer: @AmazonHelp How much time will it take?? Fucking [USER_ID]
Customer: @AmazonHelp Updated on the link given.
Please do needful
AmazonHelp: [USER_ID] I'd like to have a closer look at it. Please fill this form: [URL] and I’ll contact you soon. ^MO
Customer: @AmazonHelp Thr ws offer frm 4to7oct 15% Amazon Pay Balance cashback It is still nt credited and custmr srvc says this product ws nt in offer list(1/2)
AmazonHelp: [USER_ID] We couldn't apprehend to your concern. Kindly elaborate for our better understanding.(1/2) ^CB
Customer: Again big disappointed frm [USER_ID], given Amazon pay Ballance offer during 4 to 7 Oct.
Now saying Ur product is not offer list [URL]
AmazonHelp: [USER_ID] Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2) ^CB
Customer: @AmazonHelp And at time of shopping there was no any condition about exclusion of this product.
AmazonHelp: [USER_ID] We'd like to check this. Kindly share your details here: [URL] and we'll look into this for you. ^GK","@AmazonHelp [USER_ID] @AmazonHelp Is anyone looking at the issue???
@AmazonHelp Fucking service by [USER_ID] @AmazonHelp, there no any response yet
@AmazonHelp How much time will it take?? Fucking [USER_ID]
@AmazonHelp Updated on the link given.
Please do needful
@AmazonHelp Thr ws offer frm 4to7oct 15% Amazon Pay Balance cashback It is still nt credited and custmr srvc says this product ws nt in offer list(1/2)
Again big disappointed frm [USER_ID], given Amazon pay Ballance offer during 4 to 7 Oct.
Now saying Ur product is not offer list [URL]
@AmazonHelp And at time of shopping there was no any condition about exclusion of this product.","[USER_ID] Thanks a bunch. We'll reach out to you at the earliest to make things right. ^CB
[USER_ID] If the details were shared, you must've received a correspondence from us, Rohit. Please check. ^HD
[USER_ID] We're sorry to see you disappointed, we're working on this. We'll reach out to you soon.^AR
[USER_ID] I'd like to have a closer look at it. Please fill this form: [URL] and I’ll contact you soon. ^MO
[USER_ID] We couldn't apprehend to your concern. Kindly elaborate for our better understanding.(1/2) ^CB
[USER_ID] Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2) ^CB
[USER_ID] We'd like to check this. Kindly share your details here: [URL] and we'll look into this for you. ^GK",14,7,,
2682001,"AmazonHelp: [USER_ID] ¡Hola. Gamaliel! Cuéntanos, ¿cuáles son los que más te llaman la atención? 🙊📚 ^LC
Customer: Hay muchos libros en [USER_ID] que quiero comprar. 😍",Hay muchos libros en [USER_ID] que quiero comprar. 😍,"[USER_ID] ¡Hola. Gamaliel! Cuéntanos, ¿cuáles son los que más te llaman la atención? 🙊📚 ^LC",2,1,,
2802394,"AmazonHelp: [USER_ID] So sorry to hear that. Kindly refer to the terms &amp; conditions of the contest for more information on this. ^SD
Customer: #kindleanniversaryquiz hey [USER_ID] ,one answer of mine was wrong.m I eligible for the lucky draw..?","#kindleanniversaryquiz hey [USER_ID] ,one answer of mine was wrong.m I eligible for the lucky draw..?",[USER_ID] So sorry to hear that. Kindly refer to the terms &amp; conditions of the contest for more information on this. ^SD,2,1,,
1402193,"AmazonHelp: [USER_ID] Allow our support team to investigate this. You can report this here: [URL]. ^CB
Customer: @AmazonHelp the date to redeem that is drawing to an end soon
AmazonHelp: [USER_ID] I get your concern. Our team would be happy to help you out! Please contact our support team using the link shared earlier. ^MP
Customer: @AmazonHelp have sent mail...chat support nt available for this issue
AmazonHelp: [USER_ID] Great, our team will reach out to you soon. Do keep us posted.
Customer: @AmazonHelp last time also the same thing happened
AmazonHelp: [USER_ID] I'm sorry to hear that, Shwetabh. Please contact using the above link so that we can assist you accordingly. ^BA
Customer: @AmazonHelp again having issues adding that limca code worth 85/- to account","@AmazonHelp the date to redeem that is drawing to an end soon
@AmazonHelp have sent mail...chat support nt available for this issue
@AmazonHelp last time also the same thing happened
@AmazonHelp again having issues adding that limca code worth 85/- to account","[USER_ID] Allow our support team to investigate this. You can report this here: [URL]. ^CB
[USER_ID] I get your concern. Our team would be happy to help you out! Please contact our support team using the link shared earlier. ^MP
[USER_ID] Great, our team will reach out to you soon. Do keep us posted.
[USER_ID] I'm sorry to hear that, Shwetabh. Please contact using the above link so that we can assist you accordingly. ^BA",8,4,,
1707963,"AmazonHelp: [USER_ID] Sorry to hear you had a bad experience. Without providing any account details, can you let us know what's going on? ^CH
Customer: @AmazonHelp  [URL]
AmazonHelp: [USER_ID] We can ship to Alaska but there are some restrictions. Does the cat food fit these guidelines: [URL] ? ^DD
Customer: @AmazonHelp It did fit the requirements three weeks ago 😊
AmazonHelp: [USER_ID] We'd like to help you the best we can! Would you be able to link us to the cat food? ^AR
Customer: @AmazonHelp The bag was 14 IB and it fits under all guidelines. Which is why I am confused and annoyed. [URL]…
AmazonHelp: [USER_ID] I'm sorry for the experience! If this is no longer shipping to Alaska, is there another brand or size you might try? ^SG
Customer: @AmazonHelp So there is nothing you guys can tell me, when it follows all the guidelines and our shipping address is valid?
Customer: I'm so annoyed with @AmazonHelp. They purposefully screwed our order up and won't fix it.","@AmazonHelp  [URL]
@AmazonHelp It did fit the requirements three weeks ago 😊
@AmazonHelp The bag was 14 IB and it fits under all guidelines. Which is why I am confused and annoyed. [URL]…
@AmazonHelp So there is nothing you guys can tell me, when it follows all the guidelines and our shipping address is valid?
I'm so annoyed with @AmazonHelp. They purposefully screwed our order up and won't fix it.","[USER_ID] Sorry to hear you had a bad experience. Without providing any account details, can you let us know what's going on? ^CH
[USER_ID] We can ship to Alaska but there are some restrictions. Does the cat food fit these guidelines: [URL] ? ^DD
[USER_ID] We'd like to help you the best we can! Would you be able to link us to the cat food? ^AR
[USER_ID] I'm sorry for the experience! If this is no longer shipping to Alaska, is there another brand or size you might try? ^SG",9,5,,
2283417,"AmazonHelp: [USER_ID] I apologize, this title is currently not available for purchase or streaming on Amazon Video. ^NC
Customer: @AmazonHelp Do you know when it may be available to watch?
Customer: @AmazonHelp An answer would be nice!
Customer: @AmazonHelp I’m trying to watch this movie with Amazon Prime on my Xbox but I can’t find it? Any idea why? [URL]","@AmazonHelp Do you know when it may be available to watch?
@AmazonHelp An answer would be nice!
@AmazonHelp I’m trying to watch this movie with Amazon Prime on my Xbox but I can’t find it? Any idea why? [URL]","[USER_ID] I apologize, this title is currently not available for purchase or streaming on Amazon Video. ^NC",4,3,,
2145901,"AmazonHelp: [USER_ID] アマゾンです。有料会員移行後(年会費請求後)からAmazonプライムの特典ご利用がなければ、退会・ご返金させていただきますので、こちらからお手続きください。[URL] ET
Customer: amazonプライム会員無料お試し期間が終了するとき、確かに会員登録しません！っと連絡したはずなのに。先月28日に年会費落ちてた。落ちてたこに気付くのも遅かったことなど、なんだか悶々😱",amazonプライム会員無料お試し期間が終了するとき、確かに会員登録しません！っと連絡したはずなのに。先月28日に年会費落ちてた。落ちてたこに気付くのも遅かったことなど、なんだか悶々😱,[USER_ID] アマゾンです。有料会員移行後(年会費請求後)からAmazonプライムの特典ご利用がなければ、退会・ご返金させていただきますので、こちらからお手続きください。[URL] ET,2,1,,
1016738,"AmazonHelp: [USER_ID] I'm sorry for the inconvenience, I can see your concern. When you reached out to us, what options did we provide? ^GM
Customer: .[USER_ID] said [USER_ID] tried to deliver package but biz was closed, which is interesting since we live in a condo with 24hr staffed desk...",".[USER_ID] said [USER_ID] tried to deliver package but biz was closed, which is interesting since we live in a condo with 24hr staffed desk...","[USER_ID] I'm sorry for the inconvenience, I can see your concern. When you reached out to us, what options did we provide? ^GM",2,1,,
